Variable:,pr
,"United States",Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,"District of Columbia",Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,"New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota",Ohio,Oklahoma,Oregon,Pennsylvania,"Rhode Island","South Carolina","South Dakota",Tennessee,Texas,Utah,Vermont,Virginia,Washington,"West Virginia",Wisconsin,Wyoming
1954,623.22,886.50,532.88,299.28,971.30,577.76,321.61,1281.88,953.58,786.50,1164.30,806.66,2043.37,416.06,891.47,931.67,867.37,499.31,1055.60,1032.98,1454.20,910.73,1325.54,869.19,623.15,1028.10,876.44,371.84,478.93,208.33,1372.16,1029.75,271.32,1120.83,1046.75,454.78,925.58,602.29,688.87,1015.12,1331.65,819.58,416.35,1194.38,436.00,268.51,1284.71,1007.72,1045.07,1168.75,887.23,251.10
1955,664.62,1244.48,590.42,274.97,1074.69,555.17,360.28,1246.05,1030.61,1008.03,1119.72,1037.67,1990.63,525.95,882.28,1047.16,578.69,553.26,1194.56,1411.83,940.22,1045.80,1184.60,712.84,642.83,1284.53,842.20,418.85,430.58,230.01,1019.05,1038.44,277.95,1011.66,1185.17,448.26,933.85,757.34,820.82,1009.63,1205.47,1075.26,390.36,1274.93,557.90,270.61,1001.50,1022.31,1161.55,1033.46,717.67,345.43
1956,613.26,1330.88,537.98,154.28,1046.01,455.88,318.45,1138.68,1195.89,1030.03,1124.03,1158.20,2277.58,439.41,768.99,911.68,624.22,412.20,1268.56,1212.85,984.14,1141.95,1158.31,716.96,606.72,1283.95,765.49,330.33,397.59,210.82,1058.51,1165.16,174.19,1021.68,1202.10,435.10,1027.55,540.37,804.99,1206.07,1152.31,1073.48,407.30,1292.80,383.37,202.13,963.72,1078.27,1030.53,1302.71,714.12,261.50
1957,776.18,1481.38,495.30,377.69,1748.62,594.49,570.85,924.29,988.26,957.70,1593.31,1377.32,1989.77,496.62,1139.31,1245.31,801.06,848.18,1436.96,1638.27,920.45,992.06,865.19,815.93,724.68,1595.62,1185.02,408.19,675.43,263.50,897.54,919.96,415.98,885.08,1359.76,455.23,1022.97,1201.38,805.46,927.51,849.59,1265.10,548.09,1669.73,876.55,417.05,926.80,1140.52,945.50,1086.16,720.69,399.42
1958,706.36,1261.33,517.47,336.65,1347.22,691.43,394.66,1316.47,1421.03,1196.02,1500.49,1172.60,1917.26,492.77,884.97,1016.03,655.80,801.36,1129.33,1360.69,1160.24,1273.30,1261.37,653.05,519.92,1396.59,1069.11,400.13,574.15,240.29,1114.88,1348.25,407.83,1066.73,1283.30,345.72,980.13,843.18,809.37,1099.23,1376.16,1231.56,361.09,1138.09,748.98,230.71,1047.38,1150.15,1108.10,1170.80,610.82,313.02
1959,719.04,1429.61,539.64,323.55,1173.71,378.83,422.61,1226.19,1079.69,952.81,1829.24,1429.78,1840.87,453.25,973.23,1072.94,960.55,721.20,1138.44,1485.21,1153.73,1033.06,1205.95,915.02,673.20,1391.73,966.24,384.35,599.14,156.52,1161.68,1072.42,340.21,1067.40,1382.98,413.46,1026.71,981.05,604.45,1071.36,1182.39,1543.84,422.33,1291.04,741.61,266.53,1101.88,1056.84,1111.66,1028.00,921.55,309.87
1960,688.12,1291.46,579.53,248.34,1151.94,525.05,365.82,1213.48,1191.61,1084.21,1607.27,1215.58,1733.45,431.51,882.08,868.69,841.74,695.50,1032.59,1206.25,1122.41,1151.50,1188.01,814.84,625.02,1225.45,890.37,283.41,573.79,208.68,1130.47,1156.42,364.57,938.29,1280.13,375.38,779.90,913.08,772.25,1010.49,1150.38,1235.39,450.39,1121.82,775.05,251.97,1009.19,1044.55,1004.91,1000.02,854.76,254.84
1961,738.74,1720.52,597.94,277.32,1385.09,410.33,453.85,1151.51,1123.98,1010.16,1151.61,1357.85,1884.86,453.92,1083.30,1091.30,930.17,870.14,1299.59,1805.25,1076.80,1085.45,1115.35,778.46,584.81,1816.19,1205.08,341.33,564.35,206.02,995.79,1103.95,352.37,980.40,1278.27,321.09,1022.43,947.80,802.62,1046.17,1184.25,1313.16,398.04,1393.72,710.63,306.50,926.61,1187.66,1142.39,1236.10,813.46,310.20
1962,677.47,1282.29,539.54,235.34,1137.36,538.01,351.72,1057.02,992.57,932.58,1275.40,1238.73,1400.08,450.09,852.92,916.00,796.53,681.51,1241.18,1118.10,1076.05,1001.87,1093.79,680.10,731.55,1189.60,879.88,432.84,664.23,229.57,1097.84,1063.33,315.51,926.67,1336.73,536.22,856.77,811.30,714.20,955.59,1128.60,1243.26,608.48,1404.04,594.99,268.50,1007.30,1132.48,966.34,1142.48,718.02,357.13
1963,630.36,1244.96,611.38,294.50,807.03,605.33,348.48,942.55,952.47,890.87,1356.55,1292.05,2298.93,527.02,713.04,731.01,692.69,531.37,881.57,1045.82,1074.58,932.85,946.24,615.71,613.58,1025.17,720.19,387.71,531.37,324.83,907.27,898.62,288.66,837.82,1122.60,458.39,685.15,566.73,732.85,825.98,986.44,1151.41,493.16,1081.74,473.83,304.34,850.36,859.69,949.83,944.24,596.97,355.69
1964,705.13,1658.08,521.18,270.62,1156.64,538.95,344.72,891.80,954.86,853.29,1631.36,1768.51,2060.55,572.83,819.38,918.82,792.80,627.21,1203.27,1433.78,917.21,932.95,885.78,754.31,696.72,1553.67,940.72,460.71,508.93,265.66,881.95,918.88,256.21,790.07,1468.67,477.06,948.68,805.95,893.83,933.00,970.64,1764.85,433.17,1463.56,579.99,313.36,856.29,1002.73,1066.52,1004.89,725.89,327.85
1965,715.33,1248.92,580.50,449.37,1067.71,561.41,534.19,776.77,770.77,758.79,1448.09,1231.77,2295.06,453.26,1055.99,1024.62,1029.68,837.54,1075.96,1180.07,818.45,807.63,744.06,872.23,836.09,1117.82,1087.19,440.21,744.10,319.66,796.95,773.29,386.72,850.23,1132.35,518.85,943.95,762.81,637.58,862.32,712.18,1234.29,523.16,1173.27,683.36,410.95,850.63,845.90,884.96,913.28,952.14,366.86
1966,646.42,1382.92,503.06,288.82,1113.08,457.53,331.31,953.76,977.37,939.73,1458.81,1370.50,1851.33,363.88,902.61,956.31,642.58,468.81,1164.19,1497.51,975.03,962.66,957.51,745.10,629.92,1364.88,862.00,343.54,489.46,167.72,959.07,1026.87,312.81,897.33,1202.33,409.92,920.94,635.65,689.11,921.68,952.95,1228.70,453.60,1232.76,658.30,256.27,911.02,1034.37,997.62,994.05,676.25,275.35
1967,704.24,1383.71,592.51,352.74,1146.57,600.20,426.14,1203.86,1173.08,943.18,1208.65,1236.04,2517.79,485.44,1023.65,1002.47,768.72,750.23,1193.16,1373.91,1065.94,1061.50,1195.44,845.64,535.61,1293.12,1058.33,430.99,555.34,282.68,1034.75,1162.97,322.05,999.65,1230.79,362.28,915.96,810.34,629.27,1066.33,1263.27,1173.48,436.36,1340.67,633.99,338.42,997.35,1033.60,983.62,1138.03,769.73,407.36
1968,701.98,1134.43,446.61,272.42,1453.55,514.50,357.19,1071.99,864.72,918.35,1382.47,1048.02,2523.15,535.23,909.30,1078.59,836.49,704.34,1108.39,1393.01,958.57,927.38,1114.11,872.75,823.68,1385.57,1014.33,437.18,573.00,251.00,1087.98,1007.81,334.27,1012.45,1055.54,471.35,975.09,982.05,804.31,962.32,1118.17,1110.90,523.82,1155.51,829.20,327.87,1029.79,898.64,1183.17,999.14,925.76,361.60
1969,706.76,1343.33,425.80,312.85,1161.04,768.79,505.69,1222.32,1166.67,1039.77,1613.17,1256.88,2201.18,439.84,1045.34,1060.30,888.11,773.04,1100.12,1268.80,1240.33,1052.89,1258.86,779.71,649.24,1272.53,1109.55,387.84,569.76,313.17,1224.79,1173.95,422.90,988.20,1263.55,429.46,932.25,850.12,747.79,953.06,1270.65,1239.77,446.26,1275.71,737.25,359.36,1115.57,1052.68,901.34,1003.93,729.74,299.59
1970,693.77,1367.31,516.63,281.02,1228.54,682.56,389.27,1039.98,979.79,991.57,1413.27,1235.76,2071.50,594.77,1065.49,975.10,845.70,604.09,1208.02,1296.13,1035.59,1035.14,1077.96,827.43,678.47,1345.91,1070.87,437.01,478.07,266.87,986.45,1015.14,255.30,969.60,1075.64,481.88,967.97,749.73,856.83,1083.37,1139.08,1128.43,450.56,1257.88,595.39,328.28,938.44,947.53,1007.68,1067.52,801.95,332.36
1971,710.77,1514.81,539.63,283.71,1118.46,431.61,396.72,1126.59,1326.13,1227.00,1306.33,1411.83,1937.77,543.77,819.01,950.40,757.63,715.55,1136.66,1351.73,968.73,1278.48,1031.42,746.43,739.31,1445.24,853.15,392.39,587.82,270.91,996.25,1291.14,346.30,991.78,1394.82,513.29,854.07,860.13,860.84,1036.67,1054.36,1460.98,525.49,1270.14,690.64,332.02,1017.97,1205.56,1165.38,1106.14,785.12,391.93
1972,731.56,1428.20,490.69,309.77,1228.18,415.01,389.22,1519.21,1388.13,1354.25,1347.32,1285.07,1698.67,493.05,1040.25,1108.35,939.68,709.47,1411.53,1454.29,1263.84,1395.45,1513.35,879.33,696.90,1479.24,972.81,425.98,594.59,209.52,1273.06,1458.87,417.73,1259.92,1349.79,453.38,1099.08,755.72,760.92,1299.10,1654.11,1243.36,520.36,1568.61,661.92,305.69,1198.40,1399.65,1155.46,1418.00,903.43,357.90
1973,801.30,1702.64,486.55,276.43,1707.60,702.19,426.48,1326.41,1139.25,1048.69,1465.63,1449.24,1489.12,478.31,1212.27,1130.26,1086.99,994.14,1384.82,1812.52,1372.93,1124.96,1300.13,816.07,707.84,1808.32,1436.67,374.41,732.37,264.22,1305.87,1325.48,316.72,1104.41,1330.75,435.52,1068.77,1184.30,780.60,1136.04,1347.15,1386.81,456.36,1640.34,883.53,349.26,1294.60,1171.76,986.66,1206.08,880.14,397.99
1974,714.46,1507.53,496.27,279.58,1487.45,532.35,339.80,1163.63,1035.84,971.70,1290.62,1263.92,1989.68,425.05,1063.77,1076.61,805.80,623.42,1373.82,1652.61,1099.06,1037.79,1143.43,823.51,603.30,1749.36,1087.99,384.78,387.86,203.07,1133.34,1134.77,386.51,1048.48,1316.67,394.54,1034.41,993.41,741.06,1095.94,1127.80,1232.64,323.43,1566.12,799.18,240.47,1113.41,1089.30,1078.47,1197.30,732.43,265.04
1975,764.98,1832.00,511.25,253.87,1353.90,494.71,385.53,1458.78,1387.19,1298.50,1428.74,1547.42,1673.42,580.66,1051.92,1163.15,776.09,658.73,1462.40,1661.67,1052.37,1375.08,1439.93,914.55,702.43,1732.87,1052.92,554.58,525.20,260.98,1235.03,1480.26,327.60,1161.88,1444.61,517.88,1100.96,913.38,822.21,1259.44,1413.47,1470.36,463.33,1599.14,687.67,326.34,1149.38,1323.13,1213.54,1300.44,803.28,366.73
1976,627.30,1413.27,516.11,282.42,1033.97,314.48,325.18,1162.19,989.34,1008.41,1340.26,1398.25,1673.08,410.54,733.25,837.81,590.85,541.98,1054.55,1233.12,1306.80,1019.73,1099.41,705.54,407.92,1259.65,735.12,364.01,441.18,238.16,1176.08,1012.16,295.26,1202.01,1149.81,322.15,867.66,669.30,522.77,1038.38,1132.91,1298.58,311.03,1224.31,757.59,214.54,1272.93,1024.39,784.19,1057.98,534.42,305.33
1977,709.96,1446.56,524.69,271.44,1143.84,440.38,368.54,1394.27,1044.61,907.57,1198.78,1205.54,1439.58,471.97,1052.23,1061.74,950.77,804.55,1229.41,1470.72,1258.07,999.10,1382.30,845.64,849.81,1481.16,1101.78,400.52,714.93,227.24,1250.62,1238.34,335.31,1254.99,1205.17,529.18,993.17,794.77,723.50,1185.55,1393.65,1136.46,611.28,1401.74,578.07,265.79,1204.18,984.19,963.97,1043.59,870.10,337.47
1978,707.88,1227.90,517.18,483.24,1232.13,722.10,426.70,1156.02,1200.79,1031.93,1331.26,1075.43,1998.23,470.86,910.77,1010.36,869.92,622.87,1313.36,1262.02,947.14,1127.65,1059.37,781.54,674.38,1241.42,999.35,504.14,572.60,345.09,981.17,1220.78,418.15,968.54,1236.21,456.66,971.61,716.05,658.77,1075.89,1207.29,1040.29,474.02,1288.15,649.52,397.40,1003.67,1145.47,881.26,1232.74,891.89,390.78
1979,772.08,1745.97,569.77,310.72,1537.96,619.95,437.98,1462.12,1444.54,1386.71,1542.56,1420.42,2161.24,412.66,972.35,1183.50,872.52,743.53,1550.67,1734.97,1283.01,1436.38,1392.25,825.53,703.88,1883.22,1008.27,299.29,637.60,241.93,1200.28,1439.25,366.98,1079.15,1500.99,375.41,1132.30,878.90,753.85,1212.63,1468.96,1422.53,467.52,1687.82,765.22,269.16,1096.27,1387.67,914.12,1325.64,814.18,286.06
1980,675.76,1421.62,560.28,351.92,1010.79,574.13,412.70,967.17,979.44,826.24,1268.56,1201.17,2285.41,579.07,838.63,910.98,731.49,560.47,971.65,1463.93,973.13,935.87,892.04,799.07,561.01,1536.13,739.07,428.89,436.81,322.51,870.79,972.07,326.74,912.42,1126.00,417.29,1001.88,666.62,780.98,956.33,953.28,1148.13,369.10,1155.62,616.15,406.79,872.55,917.71,1099.67,1145.48,829.19,339.97
1981,714.44,1162.08,592.25,307.43,1077.08,634.26,425.24,1038.75,940.44,818.25,1145.62,1065.74,1539.21,539.22,1068.96,1056.01,830.67,750.95,1103.16,1110.77,1262.56,927.42,1086.57,816.29,710.90,1077.52,1128.84,408.40,601.14,252.43,1173.26,990.74,396.26,1015.94,1020.33,422.38,1006.82,877.87,896.57,1020.23,1041.90,1034.65,440.18,1168.70,794.57,354.41,1175.13,899.52,1080.28,1057.48,788.71,343.31
1982,796.71,1548.34,564.93,416.72,1441.99,782.90,466.60,1131.34,1034.05,969.84,1642.76,1345.68,2870.39,619.85,1198.32,1161.52,1047.18,731.27,1312.95,1597.10,974.07,1014.15,1144.70,884.15,744.82,1685.04,1285.15,486.16,714.66,331.94,1007.64,1020.15,381.52,946.04,1354.78,534.36,985.51,923.53,862.71,989.68,1211.19,1281.15,622.80,1476.62,669.20,410.06,947.30,1153.59,1144.30,1129.50,924.58,421.60
1983,800.98,1776.99,480.35,466.36,1175.40,1057.54,499.03,1595.02,1386.61,1313.74,1703.22,1426.90,1350.01,651.50,1057.85,1054.54,910.98,689.47,1204.59,1699.82,1406.38,1346.71,1520.37,888.91,752.74,1863.99,1039.93,374.88,633.83,424.42,1456.57,1513.92,365.29,1161.07,1346.92,392.75,1017.03,850.81,1051.02,1211.76,1627.03,1334.63,469.43,1427.79,647.20,494.20,1395.49,1181.52,1271.66,1134.70,882.76,406.90
1984,728.02,1262.80,509.95,409.28,1484.48,439.33,456.26,1273.02,1140.89,1073.32,1257.66,1220.29,1356.85,522.30,1043.55,1054.83,927.43,734.55,1294.89,1427.84,1104.98,1144.89,1276.93,813.97,723.92,1383.70,1156.00,333.63,651.66,291.43,1178.68,1237.79,459.74,1069.61,1276.51,406.15,933.15,848.03,843.93,1165.94,1294.98,1216.47,539.66,1432.84,666.70,378.35,1092.36,1159.84,1133.72,1170.49,883.83,326.16
1985,718.20,1273.17,600.12,349.13,1228.21,359.96,465.16,1087.78,1020.63,993.51,1338.26,1205.95,1824.56,388.86,1151.78,1175.61,793.45,822.34,1115.13,1508.02,901.07,1024.59,1021.12,987.21,778.11,1336.78,1326.30,372.08,572.61,224.37,950.22,993.52,438.16,976.22,1188.35,447.62,1010.89,1075.28,515.64,1030.14,1130.16,1219.65,471.07,1111.59,757.24,350.82,961.74,1084.47,727.92,1126.93,916.99,297.07
1986,742.34,1197.31,573.84,354.63,1139.66,577.62,468.39,1200.54,961.20,899.21,1353.23,1108.01,2047.75,490.93,952.21,1019.03,1007.59,811.97,1080.60,1312.55,1062.49,951.81,1227.74,845.69,802.30,1239.72,1092.39,452.35,671.33,210.43,1151.27,1152.18,525.23,1133.09,972.16,549.56,1004.83,1022.83,756.94,1090.94,1258.79,1017.86,617.44,1169.05,833.15,359.75,1167.86,881.66,1028.34,1099.17,894.87,375.15
1987,694.83,1228.87,558.96,353.61,1302.21,499.54,454.36,1124.13,911.98,961.58,1321.17,1125.85,2110.00,393.20,875.40,889.70,822.81,818.77,960.36,1452.80,957.57,966.91,1142.74,771.93,575.09,1331.67,1014.89,369.49,650.56,298.99,1055.53,1159.19,390.42,996.23,1221.95,404.92,814.44,1052.50,631.92,1009.21,1145.78,1209.18,430.22,1093.03,759.43,355.07,1009.69,1104.82,828.21,988.08,713.60,341.19
1988,628.80,1292.54,564.87,307.07,1133.56,439.03,387.40,1098.22,998.74,928.44,1323.26,1151.23,1758.50,383.48,768.83,869.28,545.03,520.00,1078.23,1425.09,980.21,965.86,1056.32,822.70,573.00,1328.79,864.32,297.68,497.84,233.90,999.05,1043.11,419.32,887.20,1025.96,301.93,828.77,743.64,657.16,914.27,1143.14,1008.12,374.97,1165.33,546.90,272.24,909.83,893.00,943.59,922.80,647.74,237.05
1989,708.78,1665.01,618.21,201.93,1336.01,361.58,347.73,1452.50,1414.16,1240.67,1241.50,1418.67,2581.82,414.16,835.54,1131.50,639.71,675.05,1452.10,1596.81,1055.59,1311.67,1291.02,710.68,584.36,1655.65,854.73,461.59,446.49,191.73,1137.89,1391.20,282.00,1086.23,1567.67,369.47,1091.17,920.84,604.50,1128.04,1449.86,1410.76,394.53,1677.58,630.15,210.05,1110.28,1344.37,894.37,1399.39,619.07,315.30
1990,769.34,1439.53,629.58,358.51,1633.35,363.37,485.02,1363.07,1121.48,1112.89,1084.75,1159.49,2250.03,451.53,1281.26,1360.80,961.72,703.47,1413.55,1483.68,1303.62,1153.36,1289.07,933.77,676.37,1553.12,1286.31,338.19,551.97,235.02,1303.94,1262.79,405.04,1266.88,1216.77,367.26,1290.57,1079.15,670.54,1238.32,1253.39,1181.67,447.41,1517.59,787.76,275.22,1339.08,1141.60,1215.50,1277.64,906.27,322.56
1991,758.04,1571.40,564.20,334.83,1462.08,475.11,433.98,1187.90,1007.42,848.53,1552.78,1422.27,1977.63,444.28,921.65,928.31,970.52,600.04,1180.73,1898.26,1120.78,918.59,1200.70,895.14,817.89,1810.64,982.52,428.71,563.87,235.18,1118.71,1060.26,469.39,944.46,1235.27,486.77,804.70,981.01,680.38,864.85,1221.79,1327.58,550.85,1497.19,914.25,323.50,1018.98,1011.53,956.32,1045.58,958.67,393.76
1992,746.13,1497.67,578.76,465.77,1190.74,607.35,435.13,1161.33,1040.52,1066.04,1450.75,1478.80,2108.81,378.61,903.63,1021.99,914.64,838.00,1089.76,1660.07,957.47,1063.03,1116.82,874.79,658.37,1432.28,1046.65,394.07,624.26,230.55,982.68,1060.76,389.88,1080.17,1308.58,382.03,1020.20,1066.22,627.55,1058.25,1206.77,1391.56,500.50,1259.86,854.81,308.26,964.84,1108.46,906.73,1077.08,777.25,333.89
1993,772.81,1278.71,604.87,374.98,1296.20,675.86,479.04,1155.49,1105.11,1138.61,1311.43,1164.03,1441.00,507.64,1293.93,1254.95,1182.07,941.60,1187.29,1475.47,1114.39,1180.19,1148.11,835.47,796.99,1384.09,1365.80,502.27,781.51,262.91,1032.76,1174.93,355.60,1057.69,1148.25,519.87,1005.69,1013.39,721.47,1142.45,1148.56,1116.03,608.32,1200.78,695.31,389.00,1033.63,1131.99,819.68,1113.36,917.50,428.32
1994,728.78,1573.73,592.85,306.13,1351.69,449.73,397.07,1251.15,1186.44,1137.27,1647.72,1510.36,1876.24,418.83,916.52,928.58,754.06,644.43,1262.22,1476.90,1063.28,1188.55,1236.52,802.27,720.64,1520.55,1043.47,349.13,533.07,231.15,1106.24,1234.38,371.88,1081.84,1255.89,484.16,935.79,909.68,649.25,1207.57,1246.26,1435.49,460.01,1582.40,697.54,306.53,1059.57,1155.87,992.23,1295.68,764.84,300.42
1995,747.15,1482.95,476.79,297.76,1093.07,828.22,470.68,1047.31,1002.81,976.98,1520.77,1257.58,1304.76,633.12,974.35,996.96,814.80,753.43,1257.06,1568.15,1053.22,1029.87,1053.23,811.44,757.76,1455.25,1047.69,480.20,608.00,328.71,1042.74,1022.63,299.78,940.37,1343.86,529.55,997.83,974.74,964.69,950.40,1050.81,1367.88,626.12,1343.36,662.72,361.38,1019.53,1105.90,1223.83,1106.91,815.95,429.28
1996,771.15,1478.71,494.62,228.87,1294.97,785.13,449.40,1584.49,1464.29,1399.88,1343.86,1235.52,2045.92,620.92,990.86,1241.66,827.06,807.61,1433.56,1358.88,1281.56,1497.33,1500.16,867.42,698.05,1390.75,1093.57,417.40,642.53,299.52,1364.81,1518.35,344.80,1269.43,1393.19,470.25,1199.17,929.68,1137.59,1427.27,1510.45,1148.69,521.62,1496.97,613.83,335.75,1303.98,1422.22,1330.52,1489.38,814.60,357.83
1997,739.33,1598.35,497.52,311.02,1322.60,521.71,526.82,1066.41,1018.22,913.77,1481.97,1399.38,2040.04,521.44,876.39,1030.42,741.38,785.35,1260.64,1612.26,991.77,985.63,1015.57,762.79,639.66,1643.34,996.97,416.59,549.95,262.41,1019.99,1081.63,464.66,975.80,1172.21,406.93,973.84,996.13,749.77,969.32,1056.89,1366.73,522.70,1466.99,831.12,404.57,1024.04,1003.98,1217.62,1078.71,724.43,417.12
1998,782.11,1440.39,544.40,362.50,1212.89,854.85,442.87,1242.08,1031.19,971.10,1430.17,1290.88,1030.60,595.88,1141.23,1163.24,1026.96,821.31,1284.12,1529.01,1154.10,1055.37,1315.07,765.19,748.57,1421.44,1228.02,455.54,652.37,397.68,1183.05,1083.50,363.53,1052.35,1342.57,562.92,1027.41,889.09,964.17,1034.76,1435.77,1366.52,594.95,1411.45,680.52,403.43,1165.12,1155.34,1181.79,1186.05,816.37,436.74
1999,680.84,1239.97,555.26,278.96,1141.21,441.16,449.95,1223.93,1159.01,1036.11,1247.46,1051.34,1485.37,451.52,906.92,918.56,819.04,794.08,1008.40,1199.66,1143.29,1106.70,1165.16,808.90,771.15,1241.42,964.94,376.39,593.22,195.83,1101.34,1201.73,390.26,984.69,1218.47,504.66,866.37,945.87,726.01,1032.66,1179.32,1110.79,530.29,1192.91,557.33,293.48,1039.22,1048.18,1137.97,995.55,847.49,342.32
2000,682.51,1115.48,562.31,275.42,1104.10,564.75,392.75,1298.66,1146.83,1007.69,1106.48,1031.37,1464.23,446.57,996.45,1120.23,777.57,664.26,1168.43,1157.63,1119.04,1094.65,1289.37,866.22,726.90,1138.10,911.43,342.13,512.59,268.34,1198.84,1199.77,345.68,1184.84,1141.29,519.15,1036.53,926.62,693.01,1063.09,1290.86,1050.78,462.98,1155.08,676.32,315.93,1203.97,1026.03,860.86,1086.01,875.06,305.94
2001,693.25,1479.92,533.82,284.44,1394.82,608.77,406.39,1018.84,964.77,904.83,1351.94,1076.50,1391.64,394.70,1022.99,1137.10,898.88,714.23,1163.39,1629.75,795.32,945.71,1001.70,891.01,723.97,1652.35,1112.05,329.80,615.15,217.46,864.55,921.15,304.11,882.99,975.11,462.92,964.86,825.43,619.33,891.88,1115.79,890.70,500.18,1377.45,711.80,286.06,863.94,891.24,955.66,1013.06,866.39,269.22
2002,688.43,1468.19,526.77,166.66,1338.36,474.45,269.39,1214.07,1131.02,981.66,1460.06,1239.34,1680.48,375.35,1006.64,1086.48,729.49,582.01,1362.07,1592.76,1111.46,1087.56,1217.99,813.18,714.26,1648.07,1008.86,369.89,397.20,159.20,1163.34,1192.06,310.08,1129.63,1221.20,395.26,976.65,893.17,609.57,1103.01,1230.13,1184.64,365.20,1490.13,743.20,212.17,1165.31,1099.60,856.16,1216.83,888.06,269.89
2003,718.70,1619.61,559.67,273.61,1098.36,552.29,370.96,1419.00,1490.29,1496.30,1532.30,1445.35,1576.44,459.07,940.46,1163.95,730.63,661.64,1387.53,1317.39,1153.67,1533.04,1379.35,773.78,558.89,1449.64,1000.45,354.68,517.25,254.40,1225.91,1476.33,238.39,1213.15,1580.40,393.30,1172.41,708.72,749.10,1371.86,1390.55,1399.23,415.06,1527.66,570.87,279.35,1261.16,1552.35,1024.36,1513.84,697.14,323.63
2004,769.28,1473.63,544.39,323.29,1411.94,583.36,450.74,1260.51,1184.53,1076.69,1441.75,1205.61,2285.68,472.75,1005.90,1122.25,905.09,793.36,1384.73,1767.34,957.69,1182.44,1207.59,868.63,754.27,1653.03,1146.61,366.73,577.58,266.40,1060.54,1296.40,406.30,1152.56,1233.66,484.27,1175.97,1022.73,678.38,1338.81,1230.53,1120.13,507.33,1520.52,928.43,333.66,1064.41,1195.68,912.78,1357.88,848.38,324.12
2005,715.75,1427.13,572.07,321.68,927.78,735.61,455.78,1258.71,1145.25,1065.21,1554.15,1308.67,1804.01,515.24,817.02,1048.10,797.51,736.42,1055.15,1144.03,1486.99,1114.21,1329.70,768.60,796.44,1278.09,921.80,436.30,582.00,322.03,1362.00,1185.62,360.94,1156.85,1190.44,541.63,988.64,729.17,751.37,1096.19,1356.38,1177.88,508.54,1143.50,553.79,382.96,1305.33,1023.40,961.33,1088.76,731.45,380.64
2006,704.67,1173.86,547.58,250.53,1272.56,590.66,435.54,1329.16,1166.57,1069.71,1108.96,950.75,1777.26,523.54,1029.83,1319.06,805.58,637.21,1343.84,1330.04,1335.30,1117.98,1368.23,925.96,581.30,1321.74,982.44,380.98,532.09,234.00,1398.31,1333.67,401.60,1238.86,1303.15,352.19,1103.97,761.27,849.04,1199.00,1362.62,1116.91,381.25,1276.17,608.14,330.23,1363.01,1158.71,1210.23,1099.16,765.51,272.37
2007,682.08,958.47,526.86,260.71,1143.54,349.08,430.23,1182.34,954.10,811.87,1171.17,940.75,1271.71,380.37,931.91,1083.37,1037.75,848.85,1079.15,1283.42,1203.47,924.83,1147.98,801.69,746.42,1054.38,1001.91,383.23,697.54,172.61,1169.34,1227.31,359.76,1128.36,903.34,481.89,1066.08,1097.10,646.21,1101.81,1123.06,860.74,563.22,985.19,841.40,269.87,1180.34,907.14,968.49,1096.32,819.15,325.79
2008,727.86,1333.87,552.33,294.52,1443.35,429.39,400.09,1416.15,1058.30,1039.59,1382.23,1152.28,1684.83,424.24,1260.61,1263.20,1043.74,841.68,1222.44,1378.52,1441.73,1117.68,1510.61,908.52,699.61,1462.78,1393.61,406.54,694.23,189.14,1477.50,1201.14,340.95,1227.92,1180.40,487.08,1147.12,951.88,620.22,1172.75,1504.75,1159.49,561.77,1229.04,573.25,265.80,1347.08,1031.80,879.64,1181.76,817.36,350.04
2009,745.58,1768.12,517.64,174.60,1661.32,411.50,424.26,1280.11,1396.31,1250.19,1382.65,1508.93,1672.40,466.76,1254.02,1193.88,978.33,791.43,1369.32,1485.03,1319.53,1299.67,1310.10,857.40,657.20,1661.98,1293.56,370.88,635.26,226.88,1283.47,1318.97,304.27,1071.87,1329.41,491.84,951.95,967.96,621.34,1085.46,1370.89,1318.04,549.75,1571.86,705.08,256.91,1134.30,1279.67,964.85,1207.33,768.90,373.79
2010,725.79,1213.02,521.35,343.10,966.91,715.17,421.53,1232.58,1104.91,1001.09,1210.85,1087.40,1094.49,554.91,1025.45,944.97,1076.21,721.33,1034.07,1090.55,1275.23,1065.04,1182.32,812.51,853.52,1090.34,1119.45,479.99,664.05,311.11,1181.21,1140.59,365.10,1110.02,1174.54,588.55,944.10,817.63,882.40,1060.66,1244.87,1030.75,610.94,1219.93,679.00,377.63,1180.89,1033.63,1159.77,1066.92,970.59,375.24
2011,726.78,1352.35,563.50,278.12,1272.60,466.08,421.88,1598.73,1283.50,1108.04,1389.98,1106.67,1687.04,490.13,1138.56,1413.11,837.38,619.59,1663.25,1185.95,1323.41,1232.71,1571.06,966.97,681.75,1357.55,1085.23,451.53,637.23,277.54,1477.90,1492.56,235.27,1379.73,1182.30,560.92,1331.92,740.68,726.33,1332.49,1612.60,1051.59,559.12,1608.02,452.22,359.91,1467.32,1125.36,1020.97,1347.67,826.08,397.46
